candidate_id,cif_path,formation_energy,target_label,fail_low,fail_high,formula,reduced_formula,m_element,space_group_number,space_group_symbol,min_interatomic_distance,volume_per_atom,min_li_o_neighbors,min_m_o_neighbors
job_034_Co_fe_-1.009_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_034_Co_fe_-1.009_n4_generated_crystals_cif__gen_1.cif,-1.457131028175354,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,12,C2/m,1.909501,9.925296,6,6
job_136_Cr_fe_-1.181_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_136_Cr_fe_-1.181_n4_generated_crystals_cif__gen_2.cif,-2.209388256072998,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,44,Imm2,1.94655,9.966997,5,6
job_249_Cr_fe_-1.500_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_249_Cr_fe_-1.500_n4_generated_crystals_cif__gen_0.cif,-2.2316524982452397,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.981394,10.748732,6,6
job_099_Ni_fe_-1.343_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_099_Ni_fe_-1.343_n4_generated_crystals_cif__gen_2.cif,-1.0705647468566897,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,1,P1,1.871326,9.932052,6,6
job_113_Mn_fe_-1.432_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_113_Mn_fe_-1.432_n4_generated_crystals_cif__gen_2.cif,-1.9988868236541748,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,8,Cm,1.901667,10.133782,6,6
job_158_Co_fe_-1.333_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_158_Co_fe_-1.333_n4_generated_crystals_cif__gen_1.cif,-1.5012763738632202,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,12,C2/m,1.901131,9.910784,6,6
job_221_Ti_fe_-1.143_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_221_Ti_fe_-1.143_n4_generated_crystals_cif__gen_1.cif,-3.2176730632781982,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,8,Cm,1.998347,10.121995,6,6
job_099_Ni_fe_-1.343_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_099_Ni_fe_-1.343_n4_generated_crystals_cif__gen_1.cif,-1.0385584831237793,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,12,C2/m,1.875889,9.977949,6,6
job_232_Mn_fe_-1.004_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_232_Mn_fe_-1.004_n4_generated_crystals_cif__gen_2.cif,-1.8914794921875,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,1,P1,1.823281,11.707497,5,5
job_058_Cr_fe_-1.423_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_058_Cr_fe_-1.423_n4_generated_crystals_cif__gen_0.cif,-2.036665916442871,1,0,0,Li1 Cr2 O4,LiCr2O4,Cr,160,R3m,1.707937,11.322192,6,5
job_112_Cr_fe_-1.215_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_112_Cr_fe_-1.215_n4_generated_crystals_cif__gen_0.cif,-2.210746049880981,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,6,Pm,1.948721,10.735095,6,6
job_017_Mn_fe_-1.234_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_017_Mn_fe_-1.234_n4_generated_crystals_cif__gen_2.cif,-2.008680820465088,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,6,Pm,1.889327,9.964122,6,6
job_078_Ni_fe_-1.122_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_078_Ni_fe_-1.122_n4_generated_crystals_cif__gen_2.cif,-1.0160249471664429,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,8,Cm,1.905312,10.13609,6,6
job_134_Mn_fe_-0.810_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_134_Mn_fe_-0.810_n4_generated_crystals_cif__gen_1.cif,-2.0261118412017822,1,0,0,Li1 Mn2 O4,LiMn2O4,Mn,1,P1,1.918612,11.109234,5,6
job_024_Mg_fe_-0.880_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_024_Mg_fe_-0.880_n4_generated_crystals_cif__gen_0.cif,-2.180685520172119,0,1,0,Li1 Mg2 O4,LiMg2O4,Mg,8,Cm,2.023712,10.952227,6,6
job_249_Cr_fe_-1.500_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_249_Cr_fe_-1.500_n4_generated_crystals_cif__gen_2.cif,-2.159709215164185,1,0,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.828482,11.379953,5,5
job_091_Ni_fe_-1.314_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_091_Ni_fe_-1.314_n4_generated_crystals_cif__gen_0.cif,-1.0840331315994265,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,1,P1,1.853578,9.996246,6,6
job_149_Mn_fe_-1.083_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_149_Mn_fe_-1.083_n4_generated_crystals_cif__gen_2.cif,-1.9118714332580569,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,8,Cm,1.911992,11.152181,4,6
job_082_Co_fe_-0.885_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_082_Co_fe_-0.885_n4_generated_crystals_cif__gen_0.cif,-1.4394774436950684,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,12,C2/m,1.920023,9.946684,6,6
job_041_Ni_fe_-1.021_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_041_Ni_fe_-1.021_n4_generated_crystals_cif__gen_1.cif,-1.024953842163086,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,1,P1,1.856434,9.718273,6,6
job_011_Mg_fe_-1.305_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_011_Mg_fe_-1.305_n4_generated_crystals_cif__gen_2.cif,-2.2273149490356445,0,1,0,Li1 Mg2 O4,LiMg2O4,Mg,5,C2,2.028983,11.025191,6,6
job_211_Ti_fe_-1.424_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_211_Ti_fe_-1.424_n4_generated_crystals_cif__gen_2.cif,-3.223515510559082,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,44,Imm2,2.004278,10.040957,6,6
job_079_Cr_fe_-0.854_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_079_Cr_fe_-0.854_n4_generated_crystals_cif__gen_2.cif,-2.203239917755127,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,160,R3m,1.945996,10.776544,6,6
job_071_Ti_fe_-0.887_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_071_Ti_fe_-0.887_n4_generated_crystals_cif__gen_3.cif,-3.2245068550109863,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,119,I-4m2,1.981688,9.94381,6,6
job_032_Co_fe_-1.386_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_032_Co_fe_-1.386_n4_generated_crystals_cif__gen_2.cif,-1.4285393953323364,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,8,Cm,1.913499,9.727925,5,6
job_242_Ti_fe_-1.214_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_242_Ti_fe_-1.214_n4_generated_crystals_cif__gen_0.cif,-3.160521984100342,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,1,P1,1.906685,11.501316,4,6
job_241_Co_fe_-1.145_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_241_Co_fe_-1.145_n4_generated_crystals_cif__gen_2.cif,-1.3559165000915527,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,8,Cm,1.836052,9.841758,6,6
job_030_Mn_fe_-1.234_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_030_Mn_fe_-1.234_n4_generated_crystals_cif__gen_3.cif,-1.9887442588806152,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,6,Pm,1.882538,9.769692,6,6
job_196_Cr_fe_-0.819_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_196_Cr_fe_-0.819_n4_generated_crystals_cif__gen_3.cif,-2.151050090789795,1,0,0,Li1 Cr2 O4,LiCr2O4,Cr,1,P1,1.849438,9.700913,6,6
job_028_Co_fe_-0.810_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_028_Co_fe_-0.810_n4_generated_crystals_cif__gen_3.cif,-1.5238240957260132,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,8,Cm,1.893923,9.730476,6,6
job_146_Cr_fe_-1.128_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_146_Cr_fe_-1.128_n4_generated_crystals_cif__gen_3.cif,-2.2156307697296143,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,10,P2/m,1.933091,10.826918,6,6
job_081_Al_fe_-1.486_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_081_Al_fe_-1.486_n4_generated_crystals_cif__gen_3.cif,-3.1494154930114746,0,1,0,Li1 Al2 O4,LiAl2O4,Al,8,Cm,1.875898,9.960495,6,6
job_093_Ni_fe_-0.850_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_093_Ni_fe_-0.850_n4_generated_crystals_cif__gen_3.cif,-1.0917706489562988,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,1,P1,1.855498,10.256569,6,6
job_113_Mn_fe_-1.432_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_113_Mn_fe_-1.432_n4_generated_crystals_cif__gen_0.cif,-1.9254555702209477,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,1,P1,1.87982,11.404077,4,5
job_025_Co_fe_-1.096_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_025_Co_fe_-1.096_n4_generated_crystals_cif__gen_2.cif,-1.4236335754394531,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,6,Pm,1.896001,10.496816,6,6
job_051_Co_fe_-1.402_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_051_Co_fe_-1.402_n4_generated_crystals_cif__gen_0.cif,-1.4711841344833374,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,12,C2/m,1.912297,9.862325,6,6
job_160_Ti_fe_-1.290_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_160_Ti_fe_-1.290_n4_generated_crystals_cif__gen_3.cif,-3.1702780723571777,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,10,P2/m,1.988674,10.954849,6,6
job_121_Ni_fe_-1.367_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_121_Ni_fe_-1.367_n4_generated_crystals_cif__gen_0.cif,-1.0635491609573364,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,1,P1,1.86178,9.91734,6,6
job_232_Mn_fe_-1.004_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_232_Mn_fe_-1.004_n4_generated_crystals_cif__gen_1.cif,-2.0107791423797607,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,8,Cm,1.910576,10.180845,6,6
job_237_Co_fe_-1.198_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_237_Co_fe_-1.198_n4_generated_crystals_cif__gen_0.cif,-1.3146519660949707,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,65,Cmmm,1.865523,9.438549,6,6
job_198_Ni_fe_-1.023_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_198_Ni_fe_-1.023_n4_generated_crystals_cif__gen_2.cif,-0.9974856376647948,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,8,Cm,1.877729,9.720613,6,6
job_080_Mn_fe_-1.081_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_080_Mn_fe_-1.081_n4_generated_crystals_cif__gen_0.cif,-1.9899033308029173,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,1,P1,1.927703,11.552215,4,6
job_112_Cr_fe_-1.215_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_112_Cr_fe_-1.215_n4_generated_crystals_cif__gen_1.cif,-2.181520700454712,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.938322,9.871198,5,6
job_228_Ti_fe_-0.950_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_228_Ti_fe_-0.950_n4_generated_crystals_cif__gen_0.cif,-3.1708168983459477,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,8,Cm,1.879178,11.227184,4,6
job_164_Mn_fe_-1.449_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_164_Mn_fe_-1.449_n4_generated_crystals_cif__gen_2.cif,-1.9216485023498533,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,8,Cm,1.947782,10.921054,6,6
job_183_Ti_fe_-1.203_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_183_Ti_fe_-1.203_n4_generated_crystals_cif__gen_3.cif,-3.170330762863159,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,8,Cm,1.927661,10.726473,6,6
job_209_Ti_fe_-0.932_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_209_Ti_fe_-0.932_n4_generated_crystals_cif__gen_1.cif,-3.172770738601685,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,10,P2/m,1.988135,10.848789,6,6
job_160_Ti_fe_-1.290_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_160_Ti_fe_-1.290_n4_generated_crystals_cif__gen_2.cif,-3.230051755905152,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,44,Imm2,1.99452,10.068396,6,6
job_013_Cr_fe_-1.388_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_013_Cr_fe_-1.388_n4_generated_crystals_cif__gen_2.cif,-2.179424524307251,1,0,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.79641,10.050248,6,6
job_225_Co_fe_-1.375_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_225_Co_fe_-1.375_n4_generated_crystals_cif__gen_2.cif,-1.4942165613174438,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,6,Pm,1.894443,9.75281,6,6
job_052_Ti_fe_-1.107_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_052_Ti_fe_-1.107_n4_generated_crystals_cif__gen_2.cif,-3.154282331466675,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,8,Cm,1.677602,11.362139,6,4
job_167_Mn_fe_-0.885_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_167_Mn_fe_-0.885_n4_generated_crystals_cif__gen_1.cif,-2.0094380378723145,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,6,Pm,1.918326,10.551893,6,6
job_156_Co_fe_-0.846_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_156_Co_fe_-0.846_n4_generated_crystals_cif__gen_1.cif,-1.524195432662964,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,8,Cm,1.88396,9.784137,6,6
job_095_Ni_fe_-1.001_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_095_Ni_fe_-1.001_n4_generated_crystals_cif__gen_3.cif,-1.0219249725341797,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,1,P1,1.877406,10.706064,4,6
job_164_Mn_fe_-1.449_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_164_Mn_fe_-1.449_n4_generated_crystals_cif__gen_1.cif,-1.9572625160217283,0,0,1,Li1 Mn2 O4,LiMn2O4,Mn,8,Cm,1.930639,10.465621,6,6
job_165_Ni_fe_-1.146_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_165_Ni_fe_-1.146_n4_generated_crystals_cif__gen_2.cif,-1.0306735038757324,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,12,C2/m,1.883441,9.863633,6,6
job_180_Ti_fe_-0.903_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_180_Ti_fe_-0.903_n4_generated_crystals_cif__gen_0.cif,-3.166663885116577,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,10,P2/m,1.99619,10.950042,6,6
job_072_Co_fe_-0.820_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_072_Co_fe_-0.820_n4_generated_crystals_cif__gen_3.cif,-1.448652267456055,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,8,Cm,1.902273,10.494029,4,6
job_124_Ni_fe_-0.888_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_124_Ni_fe_-0.888_n4_generated_crystals_cif__gen_0.cif,-1.028308391571045,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,8,Cm,1.884697,9.950532,6,6
job_184_Co_fe_-1.469_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_184_Co_fe_-1.469_n4_generated_crystals_cif__gen_0.cif,-1.350908875465393,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,156,P3m1,1.789958,10.169236,4,5
job_184_Co_fe_-1.469_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_184_Co_fe_-1.469_n4_generated_crystals_cif__gen_2.cif,-1.4096026420593262,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,8,Cm,1.834049,9.358892,6,6
job_234_Cr_fe_-1.123_n4_generated_crystals_cif__gen_0,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_234_Cr_fe_-1.123_n4_generated_crystals_cif__gen_0.cif,-2.1932477951049805,0,1,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.942167,10.518673,6,6
job_235_Ti_fe_-0.842_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_235_Ti_fe_-0.842_n4_generated_crystals_cif__gen_1.cif,-3.173351526260376,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,12,C2/m,1.957854,10.963075,6,6
job_243_Al_fe_-1.012_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_243_Al_fe_-1.012_n4_generated_crystals_cif__gen_1.cif,-2.765770673751831,0,1,0,Li1 Al2 O4,LiAl2O4,Al,160,R3m,1.72534,10.392989,6,5
job_095_Ni_fe_-1.001_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_095_Ni_fe_-1.001_n4_generated_crystals_cif__gen_1.cif,-1.0402337312698364,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,1,P1,1.837805,9.718313,6,6
job_088_Cr_fe_-1.127_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_088_Cr_fe_-1.127_n4_generated_crystals_cif__gen_3.cif,-2.148867130279541,1,0,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.858254,9.848461,5,6
job_185_Co_fe_-0.960_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_185_Co_fe_-0.960_n4_generated_crystals_cif__gen_3.cif,-1.5024162530899048,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,6,Pm,1.889985,9.709581,6,6
job_042_Cr_fe_-0.962_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_042_Cr_fe_-0.962_n4_generated_crystals_cif__gen_1.cif,-2.156160831451416,1,0,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.764783,9.967569,6,6
job_045_Al_fe_-1.313_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_045_Al_fe_-1.313_n4_generated_crystals_cif__gen_1.cif,-2.9452714920043945,0,1,0,Li1 Al2 O4,LiAl2O4,Al,1,P1,1.83446,8.97666,6,6
job_058_Cr_fe_-1.423_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_058_Cr_fe_-1.423_n4_generated_crystals_cif__gen_3.cif,-2.1625735759735107,1,0,0,Li1 Cr2 O4,LiCr2O4,Cr,8,Cm,1.824876,11.283884,5,5
job_082_Co_fe_-0.885_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_082_Co_fe_-0.885_n4_generated_crystals_cif__gen_1.cif,-1.3977574110031128,0,0,1,Li1 Co2 O4,Li(CoO2)2,Co,1,P1,1.936358,9.904825,5,6
job_002_Ni_fe_-1.402_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_002_Ni_fe_-1.402_n4_generated_crystals_cif__gen_3.cif,-1.0625159740447998,0,0,1,Li1 Ni2 O4,Li(NiO2)2,Ni,6,Pm,1.879415,9.851792,6,6
job_148_Mn_fe_-0.904_n4_generated_crystals_cif__gen_2,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_148_Mn_fe_-0.904_n4_generated_crystals_cif__gen_2.cif,-2.022401571273804,1,0,0,Li1 Mn2 O4,LiMn2O4,Mn,8,Cm,1.910713,11.175732,5,6
job_238_Ti_fe_-0.855_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_238_Ti_fe_-0.855_n4_generated_crystals_cif__gen_3.cif,-3.2075507640838623,0,1,0,Li1 Ti2 O4,LiTi2O4,Ti,8,Cm,1.930335,10.066186,5,6
job_122_Al_fe_-1.402_n4_generated_crystals_cif__gen_1,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_122_Al_fe_-1.402_n4_generated_crystals_cif__gen_1.cif,-3.153981924057007,0,1,0,Li1 Al2 O4,LiAl2O4,Al,1,P1,1.869344,9.950193,6,6
job_169_Al_fe_-0.916_n4_generated_crystals_cif__gen_3,D:\CGCNN\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_20260617\cifs\job_169_Al_fe_-0.916_n4_generated_crystals_cif__gen_3.cif,-2.881225109100342,0,1,0,Li1 Al2 O4,LiAl2O4,Al,160,R3m,1.738518,9.522666,6,5
