candidate_id,cif_path,cif_exists,cif_sha256,formula,reduced_formula,m_element,chemical_group,alignn_formation_energy_eV_atom,alignn_uncertainty_eV_atom,uncertainty_eV_atom,uncertainty_source,second_model_energy_eV_atom,second_model_uncertainty_eV_atom,absolute_model_disagreement_eV_atom,second_model_interval_hit_score,second_model_rank,target_label,alignn_u,alignn_position_class,alignn_is_edge,alignn_is_core_middle,gate_rank,gate_round,greedy_rank,greedy_round,structure_fingerprint_sha256,structure_fingerprint_definition,structure_matcher_cluster,structure_matcher_cluster_size,fingerprint_cluster,fingerprint_cluster_size,fingerprint_cluster_kind,nearest_pool_candidate_id,nearest_pool_fingerprint_distance,nearest_historical_dft_candidate_id,nearest_historical_dft_fingerprint_distance,previous_dft_nearby_status,generator_source,generator_outer_member,generator_inner_member,generator_source_verified,historical_dft_candidate,correction_available,correction_sample_n,correction_median_delta_eV_atom,corrected_score_eV_atom,distance_to_target_eV_atom,corrected_center_distance_eV_atom,corrected_in_target_interval,corrected_u,corrected_position_class,corrected_is_edge,corrected_is_core_middle,corrected_rank,space_group_number,space_group_symbol,min_interatomic_distance,volume_per_atom
job_097_Ti_fe_-1.239_n4_generated_crystals_cif__gen_0,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_097_Ti_fe_-1.239_n4_generated_crystals_cif__gen_0.cif,True,6754844535c2dfdba88d3d138e6f898e2f479607a6ab4f8648d22bd76307cc58,Li1 Ti2 O4,LiTi2O4,Ti,LiTi2O4,-3.18559384346,,0.4879802817,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-3.34459018707,0.4879802817,0.158996343613,0.00518414913125,595,0,-6.28496152163,A,True,False,402,26,576,36,877add551d02fcddbe065e5158c0db84a1a6e8207e747370bc36aa1ecdf3bdb1,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Ti_010,5,FP_051,6,recurring_density_cluster,job_050_Ti_fe_-1.179_n4_generated_crystals_cif__gen_0,0.0165119153859,job_120_Cr_fe_-1.424_n4_generated_crystals_cif__gen_1,0.943923052476,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_097_Ti_fe_-1.239_n4/generated_crystals_cif.zip::gen_0.cif,raw_generations/job_097_Ti_fe_-1.239_n4/generated_crystals_cif.zip,gen_0.cif,True,False,False,0,0,-3.18559384346,1.00559384346,1.08559384346,False,-6.28496152163,A,True,False,542,8,Cm,1.877425,9.471192
job_097_Ti_fe_-1.239_n4_generated_crystals_cif__gen_1,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_097_Ti_fe_-1.239_n4_generated_crystals_cif__gen_1.cif,True,86a73c5966e9d55c3e30be0da05e65e2728456c0f707054d71fafc9e8fed9754,Li1 Ti2 O4,LiTi2O4,Ti,LiTi2O4,-3.19397068024,,0.469159128036,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-3.37338256836,0.469159128036,0.179411888123,0.00352590376284,611,0,-6.33731675148,A,True,False,624,39,618,39,c4c0ee57860fbb28593c44eb6c75c2fd86e6d1adfcebfaab451d11285fc5d537,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Ti_002,41,FP_038,19,recurring_density_cluster,job_027_Ti_fe_-1.340_n4_generated_crystals_cif__gen_2,0.365253860401,job_011_Mg_fe_-1.305_n4_generated_crystals_cif__gen_0,0.893373449273,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_097_Ti_fe_-1.239_n4/generated_crystals_cif.zip::gen_1.cif,raw_generations/job_097_Ti_fe_-1.239_n4/generated_crystals_cif.zip,gen_1.cif,True,False,False,0,0,-3.19397068024,1.01397068024,1.09397068024,False,-6.33731675148,A,True,False,554,8,Cm,1.940603,10.288487
job_097_Ti_fe_-1.239_n4_generated_crystals_cif__gen_2,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_097_Ti_fe_-1.239_n4_generated_crystals_cif__gen_2.cif,True,4bd4979ed03aa970f304bce73f103fc8e04086e0e45d0e84a4df73bdc9ba3521,Li1 Ti2 O4,LiTi2O4,Ti,LiTi2O4,-3.17002391815,,0.562112659924,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-3.2825448513,0.562112659924,0.112520933151,0.0125646836058,535,0,-6.18764948845,A,True,False,454,29,561,36,aec97f5442c6ccb7b0eed3d64ca101b9ca4a14b5705d8ca9629e000591d0047e,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Ti_013,1,FP_008,8,recurring_density_cluster,job_235_Ti_fe_-0.842_n4_generated_crystals_cif__gen_3,0.313015664448,job_182_Cr_fe_-1.464_n4_generated_crystals_cif__gen_2,0.581470716765,same_fingerprint_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_097_Ti_fe_-1.239_n4/generated_crystals_cif.zip::gen_2.cif,raw_generations/job_097_Ti_fe_-1.239_n4/generated_crystals_cif.zip,gen_2.cif,True,False,False,0,0,-3.17002391815,0.990023918152,1.07002391815,False,-6.18764948845,A,True,False,512,160,R3m,1.861564,11.205728
job_097_Ti_fe_-1.239_n4_generated_crystals_cif__gen_3,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_097_Ti_fe_-1.239_n4_generated_crystals_cif__gen_3.cif,True,c3662844dff894c6d660f4a824b22bb9e7454b70a160ad7cebfae7de81c05e8b,Li1 Ti2 O4,LiTi2O4,Ti,LiTi2O4,-3.23894882202,,0.3329722219,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-3.15151309967,0.3329722219,0.0874357223511,0.00142398795171,633,0,-6.61843013763,A,True,False,554,35,316,20,1423a34df109810d7c0b769902a53666bcc7fdc33e126d7177c352730c84e559,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Ti_014,5,FP_036,16,recurring_density_cluster,job_103_Ti_fe_-1.058_n4_generated_crystals_cif__gen_2,0.287763186761,job_120_Cr_fe_-1.424_n4_generated_crystals_cif__gen_1,0.783132740783,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_097_Ti_fe_-1.239_n4/generated_crystals_cif.zip::gen_3.cif,raw_generations/job_097_Ti_fe_-1.239_n4/generated_crystals_cif.zip,gen_3.cif,True,False,False,0,0,-3.23894882202,1.05894882202,1.13894882202,False,-6.61843013763,A,True,False,632,8,Cm,1.808119,11.353919
job_098_Mg_fe_-1.184_n4_generated_crystals_cif__gen_1,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_098_Mg_fe_-1.184_n4_generated_crystals_cif__gen_1.cif,True,f2f1fc8c1e40b6cfe508121983e4c3f0a5a7577762ac98d45ec857b39d5f76c2,Li1 Mg2 O4,LiMg2O4,Mg,LiMg2O4,-2.21975827217,,0.409175005018,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-3.07742571831,0.409175005018,0.857667446136,0.00926542843177,557,0,-0.248489201069,A,True,False,255,16,288,18,306c4336585ef919a908bfcf06a49f31e1f557d32e0ac30d8bd6a71df65b73f5,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Mg_004,15,FP_016,8,recurring_density_cluster,job_011_Mg_fe_-1.305_n4_generated_crystals_cif__gen_2,0.14629974373,job_011_Mg_fe_-1.305_n4_generated_crystals_cif__gen_0,0.384459030534,same_structurematcher_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_098_Mg_fe_-1.184_n4/generated_crystals_cif.zip::gen_1.cif,raw_generations/job_098_Mg_fe_-1.184_n4/generated_crystals_cif.zip,gen_1.cif,True,False,True,2,0.651052398728,-1.56870587344,0.451294126557,0.531294126557,False,3.82058829098,F,True,False,246,1,P1,2.016368,10.980658
job_099_Ni_fe_-1.343_n4_generated_crystals_cif__gen_0,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_099_Ni_fe_-1.343_n4_generated_crystals_cif__gen_0.cif,True,c3ca657709c1fa086a55c680af65f8527e9ac11ca97d1085f4833461e549fa75,Li1 Ni2 O4,Li(NiO2)2,Ni,Li(NiO2)2,-0.98837852478,,0.440167362029,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-1.49114465714,0.440167362029,0.502766132355,0.0559879752347,427,0,7.44763422012,F,True,False,365,23,448,28,db44a7028e47b4d14919816ccdfb92a1ee88f40527988ba660cc955bc54249eb,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Ni_013,1,FP_SINGLETON_061,1,hdbscan_noise_singleton,job_187_Ni_fe_-0.981_n4_generated_crystals_cif__gen_2,0.902216196291,job_120_Cr_fe_-1.424_n4_generated_crystals_cif__gen_1,1.14358647806,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_099_Ni_fe_-1.343_n4/generated_crystals_cif.zip::gen_0.cif,raw_generations/job_099_Ni_fe_-1.343_n4/generated_crystals_cif.zip,gen_0.cif,True,False,False,0,0,-0.98837852478,1.03162147522,1.11162147522,False,7.44763422012,F,True,False,577,1,P1,1.831922,9.949138
job_099_Ni_fe_-1.343_n4_generated_crystals_cif__gen_1,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_099_Ni_fe_-1.343_n4_generated_crystals_cif__gen_1.cif,True,9f65a885d3e2a2875a2bf456c5137cc587a15545e57c6d269008dd519e94d236,Li1 Ni2 O4,Li(NiO2)2,Ni,Li(NiO2)2,-1.03855848312,,0.502074557581,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-1.39583790302,0.502074557581,0.357279419899,0.0477409252379,482,0,7.13400948048,F,True,False,304,19,501,32,581ad39270b6359bdfe11658f043d837b2e07e65d0d87a905480129b8376d4da,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Ni_003,30,FP_SINGLETON_062,1,hdbscan_noise_singleton,job_194_Ni_fe_-1.199_n4_generated_crystals_cif__gen_0,0.275381345847,job_136_Cr_fe_-1.181_n4_generated_crystals_cif__gen_0,0.547142796655,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_099_Ni_fe_-1.343_n4/generated_crystals_cif.zip::gen_1.cif,raw_generations/job_099_Ni_fe_-1.343_n4/generated_crystals_cif.zip,gen_1.cif,True,False,False,0,0,-1.03855848312,0.981441516876,1.06144151688,False,7.13400948048,F,True,False,489,12,C2/m,1.875889,9.977949
job_099_Ni_fe_-1.343_n4_generated_crystals_cif__gen_2,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_099_Ni_fe_-1.343_n4_generated_crystals_cif__gen_2.cif,True,3f5f8d1cefd7094cda79a626c61be059997317a593d196c154a6ef63fcb9b392,Li1 Ni2 O4,Li(NiO2)2,Ni,Li(NiO2)2,-1.07056474686,,0.456957059103,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-1.44430470467,0.456957059103,0.373739957809,0.0501622922484,468,0,6.93397033215,F,True,False,614,39,481,31,b0d148ce4a30ad9774128e2f926691b979b32d460d157fa3364ce6ee530777b0,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Ni_003,30,FP_SINGLETON_063,1,hdbscan_noise_singleton,job_046_Ni_fe_-0.861_n4_generated_crystals_cif__gen_3,0.304942528982,job_120_Cr_fe_-1.424_n4_generated_crystals_cif__gen_1,0.638064440169,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_099_Ni_fe_-1.343_n4/generated_crystals_cif.zip::gen_2.cif,raw_generations/job_099_Ni_fe_-1.343_n4/generated_crystals_cif.zip,gen_2.cif,True,False,False,0,0,-1.07056474686,0.949435253143,1.02943525314,False,6.93397033215,F,True,False,421,1,P1,1.871326,9.932052
job_099_Ni_fe_-1.343_n4_generated_crystals_cif__gen_3,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_099_Ni_fe_-1.343_n4_generated_crystals_cif__gen_3.cif,True,aa0d1e9b0e267643b0cf1b562cdb24c2bd251319bbf2c3f573a08a7bc36b7632,Li1 Ni2 O4,Li(NiO2)2,Ni,Li(NiO2)2,-1.08077645302,,0.513081802193,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-1.47768723965,0.513081802193,0.396910786629,0.0597333800891,401,0,6.87014716864,F,True,False,505,32,253,16,d6b01912939b25c5ec70d22a0d3e943f5562ea17ccd25a549aff4ac52a445cf8,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Ni_001,14,FP_022,3,recurring_density_cluster,job_091_Ni_fe_-1.314_n4_generated_crystals_cif__gen_0,0.237033884719,job_120_Cr_fe_-1.424_n4_generated_crystals_cif__gen_1,0.902467891864,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_099_Ni_fe_-1.343_n4/generated_crystals_cif.zip::gen_3.cif,raw_generations/job_099_Ni_fe_-1.343_n4/generated_crystals_cif.zip,gen_3.cif,True,False,False,0,0,-1.08077645302,0.939223546982,1.01922354698,False,6.87014716864,F,True,False,406,1,P1,1.856116,10.005769
job_100_Co_fe_-1.485_n4_generated_crystals_cif__gen_0,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_100_Co_fe_-1.485_n4_generated_crystals_cif__gen_0.cif,True,4cad21b9bb28989ff35b92273f77f6fad51d1bd0ae89657176aedb3f7065de8b,Li1 Co2 O4,Li(CoO2)2,Co,Li(CoO2)2,-1.5090098381,,0.51580974333,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-1.53097200394,0.51580974333,0.0219621658325,0.0673977725197,368,0,4.19368851185,F,True,False,536,34,401,26,4767cdeb4fd85184ce2b826d34fa41de2f829608168e279301aa2126c3b7e7e2,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Co_001,25,FP_034,19,recurring_density_cluster,job_041_Ni_fe_-1.021_n4_generated_crystals_cif__gen_1,0.16030826286,job_120_Cr_fe_-1.424_n4_generated_crystals_cif__gen_1,0.715444133032,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_100_Co_fe_-1.485_n4/generated_crystals_cif.zip::gen_0.cif,raw_generations/job_100_Co_fe_-1.485_n4/generated_crystals_cif.zip,gen_0.cif,True,False,False,0,0,-1.5090098381,0.510990161896,0.590990161896,False,4.19368851185,F,True,False,278,12,C2/m,1.896854,9.67939
job_100_Co_fe_-1.485_n4_generated_crystals_cif__gen_1,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_100_Co_fe_-1.485_n4_generated_crystals_cif__gen_1.cif,True,d3a8ee025a11d79ba74a81420089c829db04d98c335b0065d664625f8ac1199d,Li1 Co2 O4,Li(CoO2)2,Co,Li(CoO2)2,-1.41914010048,,0.520056053865,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-1.58172762394,0.520056053865,0.16258752346,0.074697131167,315,0,4.75537437201,F,True,False,542,34,417,27,4776e40bb50cd2794b982a29366d849685d1188cbebb6ab8b2f10c3923f34baa,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Co_012,1,FP_SINGLETON_064,1,hdbscan_noise_singleton,job_159_Al_fe_-1.408_n4_generated_crystals_cif__gen_1,0.690090130339,job_029_Cr_fe_-1.337_n4_generated_crystals_cif__gen_2,0.92975399719,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_100_Co_fe_-1.485_n4/generated_crystals_cif.zip::gen_1.cif,raw_generations/job_100_Co_fe_-1.485_n4/generated_crystals_cif.zip,gen_1.cif,True,False,False,0,0,-1.41914010048,0.600859899521,0.680859899521,False,4.75537437201,F,True,False,341,8,Cm,1.871788,9.638588
job_100_Co_fe_-1.485_n4_generated_crystals_cif__gen_2,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_100_Co_fe_-1.485_n4_generated_crystals_cif__gen_2.cif,True,3d6dfb9ed9add3b8b0ca0c04611c9ad0014949ba1757607bc94bb9bb1198dae0,Li1 Co2 O4,Li(CoO2)2,Co,Li(CoO2)2,-1.51287651062,,0.713490633759,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-1.53537762165,0.713490633759,0.0225011110306,0.0653605042186,380,0,4.16952180862,F,True,False,350,22,409,26,ff73d0a996a0bec776c34b238310077df70c2488310a5630e406e946491b93ef,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Co_004,18,FP_045,11,recurring_density_cluster,job_053_Co_fe_-0.977_n4_generated_crystals_cif__gen_3,0.173987168365,job_136_Cr_fe_-1.181_n4_generated_crystals_cif__gen_0,0.639259238867,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_100_Co_fe_-1.485_n4/generated_crystals_cif.zip::gen_2.cif,raw_generations/job_100_Co_fe_-1.485_n4/generated_crystals_cif.zip,gen_2.cif,True,False,False,0,0,-1.51287651062,0.50712348938,0.58712348938,False,4.16952180862,F,True,False,272,6,Pm,1.899783,9.788773
job_100_Co_fe_-1.485_n4_generated_crystals_cif__gen_3,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_100_Co_fe_-1.485_n4_generated_crystals_cif__gen_3.cif,True,4a27597c6fac0775cf2c7c959bc926f790204bd8e5b6a73b16cdbbe3d0f63fa8,Li1 Co2 O4,Li(CoO2)2,Co,Li(CoO2)2,-1.48265099525,,0.69482031024,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-1.54436135292,0.69482031024,0.061710357666,0.0666723509166,375,0,4.35843127966,F,True,False,447,28,395,25,4365813e34f6bdf917a0720c77489821ce44684bf20da1e081c4a7f2271bf219,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Co_004,18,FP_045,11,recurring_density_cluster,job_156_Co_fe_-0.846_n4_generated_crystals_cif__gen_2,0.246765210202,job_136_Cr_fe_-1.181_n4_generated_crystals_cif__gen_0,0.52245068429,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_100_Co_fe_-1.485_n4/generated_crystals_cif.zip::gen_3.cif,raw_generations/job_100_Co_fe_-1.485_n4/generated_crystals_cif.zip,gen_3.cif,True,False,False,0,0,-1.48265099525,0.537349004745,0.617349004745,False,4.35843127966,F,True,False,301,10,P2/m,1.904569,9.886276
job_101_Mg_fe_-1.339_n4_generated_crystals_cif__gen_1,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_101_Mg_fe_-1.339_n4_generated_crystals_cif__gen_1.cif,True,2488899b4345db5d6cb83a912e513d57e1699a9a1b4ca1b131833fabe65eb5d7,Li1 Mg2 O4,LiMg2O4,Mg,LiMg2O4,-2.17961764336,,0.517693016746,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-3.04965043068,0.517693016746,0.870032787323,0.0231375642347,506,1,0.00238972902298,B,True,False,260,17,287,18,80479d04aeaa2f090476a24b9826f965602fbe722170b947bc935f88fa99033d,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Mg_003,8,FP_032,5,recurring_density_cluster,job_189_Mg_fe_-1.493_n4_generated_crystals_cif__gen_1,0.172184504532,job_120_Cr_fe_-1.424_n4_generated_crystals_cif__gen_1,0.810049469674,historical_dft_candidate_self,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_101_Mg_fe_-1.339_n4/generated_crystals_cif.zip::gen_1.cif,raw_generations/job_101_Mg_fe_-1.339_n4/generated_crystals_cif.zip,gen_1.cif,True,True,True,2,0.651052398728,-1.52856524463,0.491434755372,0.571434755372,False,4.07146722108,F,True,False,261,12,C2/m,1.990349,10.245389
job_101_Mg_fe_-1.339_n4_generated_crystals_cif__gen_2,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_101_Mg_fe_-1.339_n4_generated_crystals_cif__gen_2.cif,True,4658a733b4105cb73b721c63cf2110725e436be0064c618574c5ac5ad668af4f,Li1 Mg2 O4,LiMg2O4,Mg,LiMg2O4,-1.98666679859,,0.416921274477,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-2.82479286194,0.416921274477,0.838126063347,0.0342015582165,501,0,1.2083325088,F,True,False,239,15,274,18,1f9ce2fabe8004c66b6bc74a0433403f55d1804cafe1f1607d7b3a3da4c66336,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Mg_009,1,FP_SINGLETON_065,1,hdbscan_noise_singleton,job_019_Mg_fe_-1.315_n4_generated_crystals_cif__gen_0,1.69076260499,job_086_Mn_fe_-0.988_n4_generated_crystals_cif__gen_2,2.13630610645,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_101_Mg_fe_-1.339_n4/generated_crystals_cif.zip::gen_2.cif,raw_generations/job_101_Mg_fe_-1.339_n4/generated_crystals_cif.zip,gen_2.cif,True,False,True,2,0.651052398728,-1.33561439986,0.684385600137,0.764385600137,False,5.27741000086,F,True,False,368,1,P1,1.577381,9.93596
job_102_Ni_fe_-1.495_n4_generated_crystals_cif__gen_0,D:\CGCNN_Formation_Energy_AL_Archive\experiments\reproducibility\staging\paired_confirmation_server_20260712\EARLY_LiM2O4_ALIGNN_HARD640_m2p18_m2p02_FLAT_20260617\job_102_Ni_fe_-1.495_n4_generated_crystals_cif__gen_0.cif,True,d178489e8906299e3b100a905b6e739afc544806e7d232a6f87a3676538e9639,Li1 Ni2 O4,Li(NiO2)2,Ni,Li(NiO2)2,-0.981100320816,,0.513267184778,saved CGCNN MC-dropout sigma; candidate-level ALIGNN uncertainty not available,-1.48408842087,0.513267184778,0.502988100052,0.0606413798984,397,0,7.4931229949,F,True,False,296,19,510,32,9866db69923724a36a1587757a229100528521bb06a611d35da759b8d137aab6,"Li/M/O role-RDF: six unordered pairs, 0-6 A in 0.2-A bins; scale-free sorted lattice lengths, angles, and normalized volume",SM_Ni_008,10,FP_SINGLETON_066,1,hdbscan_noise_singleton,job_157_Ni_fe_-1.031_n4_generated_crystals_cif__gen_0,0.565628030201,job_148_Mn_fe_-0.904_n4_generated_crystals_cif__gen_2,0.904988535754,no_shared_cluster,D:\User\leoluis0705\Documents\xwechat_files\wxid_bbzc35ridmlc22_e97b\msg\file\2026-04\initial_1000_raw_generations.zip::raw_generations/job_102_Ni_fe_-1.495_n4/generated_crystals_cif.zip::gen_0.cif,raw_generations/job_102_Ni_fe_-1.495_n4/generated_crystals_cif.zip,gen_0.cif,True,False,False,0,0,-0.981100320816,1.03889967918,1.11889967918,False,7.4931229949,F,True,False,595,8,Cm,1.839222,9.586582
